name;Owner;normal_prod;capacity;aggregates;turbine_type;station;height;Vattenf;mean_runoff;magasin;river;location;community;region;Lat;Long
Annefors;Privatperson;70;25;1;Francis;Ovanjordsanläggning;4.5;;;;Glumman;Väse;Karlstads kommun;Värmlands län;59.42122;13.83806
Arbohyttan;Privatperson;70;20;1;Francis;Ovanjordsanläggning;6;;;;Garphytteån;Vintrosa;Örebro kommun;Örebro län;59.27135;14.91328
Bergabon;Privatperson;70;22;1;;Ovanjordsanläggning;;;;;Tidan;Ulricehamn;Ulricehamns kommun;Västra Götalands län;57.82182;13.64349
Boforsen;Privatperson;70;11;1;;Ovanjordsanläggning;;;;;Ösan;Skövde;Skövde kommun;Västra Götalands län;58.48437;13.90265
Kvarnsvedjans elkraft;Privatperson;70;22;1;;Ovanjordsanläggning;;;;;Rödån;Tavelsjö;Umeå kommun;Västerbottens län;64.09900;20.00250
Käppesjö;Privatperson;70;70;1;;Ovanjordsanläggning;;;;;Vitlandaån;Tösse;Åmåls kommun;Västra Götalands län;58.99542;12.53694
Torne Gård;Privatperson;70;18;1;;Ovanjordsanläggning;;;;;Tornebäcken;Vislanda;Alvesta kommun;Kronobergs län;56.69523;14.59389
Tråvadsbro;Privatperson;70;40;1;Francis och en Skövde 1890-tal;Ovanjordsanläggning;2;;;;Lidan;Tråvad;Vara kommun;Västra Götalands län;58.24441;13.08567
Tönnersa;Privatperson;70;40;1;;Ovanjordsanläggning;;;;;Genevadsån;Tönnersa;Halmstads kommun;Hallands län;56.57163;12.97889
Stångsmåla;Privatperson;70;25;1;;Ovanjordsanläggning;;;;;Stångsmåla å;Linneryd;Tingsryds kommun;Kronobergs län;56.61546;15.14099
Hannebol Övre;Privatperson;70;70;1;;Ovanjordsanläggning;;;;;Vitlandaån;Tösse;Åmåls kommun;Västra Götalands län;58.98929;12.54150
Trälshult;Privatperson;68;34;1;Francis;Ovanjordsanläggning;6;1.4;;;Vänneån;Knäred;Laholms kommun;Hallands län;56.52881;13.40708
Ågårds Kvarn;Privatperson;65;15;2;Francis;Ovanjordsanläggning;;;;;Vinån;Falkenberg;Falkenbergs kommun;Hallands län;56.96027;12.56498
Östra Vram;Privatperson;63;21;1;;Ovanjordsanläggning;;;;;Vramsån;Tollarp;Kristianstads kommun;Skåne län;55.92768;14.02110
Applerums kvarn;Privatperson;60;20;1;;Ovanjordsanläggning;;;;;Applerumsbäcken;Oskarshamn;Oskarshamns kommun;Kalmar län;57.21181;16.44032
Bergadal;Bergadals Såg & Byggvaror HB;60;22;1;;Ovanjordsanläggning;;;;;Storån Värnamo;Bredaryd;Värnamo kommun;Jönköpings län;57.16063;13.75919
Dohnafors bruk;Privatperson;60;25;1;;Ovanjordsanläggning;;;;;Dohnaforsån;Askersund;Askersunds kommun;Örebro län;58.85875;14.80620
Kullafors;Privatperson;60;30;1;Kaplan;Ovanjordsanläggning;2.5;;;;Alsterån;Fröseke;Uppvidinge kommun;Kronobergs län;56.94880;15.79471
Glaskonst;Privatperson;60;30;1;Francis;Ovanjordsanläggning;;;;;Klövabäcken;Klippan;Klippans kommun;Skåne län;56.09568;13.10865
HB Växtkraft;HB Växtkraft;60;30;2;Francis;Ovanjordsanläggning;2.6;;;;Bräkneån;Bräkne-Hoby;Ronneby kommun;Blekinge län;56.27739;15.10228
Landa Kvarn;Privatperson;60;22;1;;Ovanjordsanläggning;;;;;Säveån;Vårgårda;Vårgårda kommun;Västra Götalands län;58.03345;12.88316
Skogsström;Privatperson;60;15;1;;Ovanjordsanläggning;;;;;Nissan;Åsenhöga;Gnosjö kommun;Jönköpings län;57.40909;13.77148
Tunkarlsbo Kraft;Privatperson;60;55;1;;Ovanjordsanläggning;;;;;Tunkarlsbobäcken;Söderbärke;Smedjebackens kommun;Dalarnas län;60.02381;15.62408
Vallmora;Privatperson;60;50;1;;Ovanjordsanläggning;3;;;;Vallmoraån;Falun;Falu kommun;Dalarnas län;60.56316;15.40811
Vemmenhult;AB Iwarsfors;60;40;1;;Ovanjordsanläggning;;;;;Torvån;Alingsås;Borås kommun;Västra Götalands län;57.83505;12.80077
Åäng;Privatperson;60;13;1;;Ovanjordsanläggning;;;;;Rottneån;Rottne;Växjö kommun;Kronobergs län;56.99901;14.87183
Kulla Kvarn;Privatperson;58;11;1;;Ovanjordsanläggning;;;;;Nossan;Herrljunga;Herrljunga kommun;Västra Götalands län;58.04415;13.17815
Assmunderöd kvarn;Assmunderöd AB;50;35;1;;Ovanjordsanläggning;;;;;Assmunderöd;Henån;Orust kommun;Västra Götalands län;58.23387;11.74370
Danshyttan;Privatperson;50;15;1;;Ovanjordsanläggning;;;;;Danshytteån;Storå;Lindesbergs kommun;Örebro län;59.72471;15.07383
Djupafors;Kvarnekulla AB;50;35;1;Propeller (rörturbin);Ovanjordsanläggning;5.5;;1.6;;Ljungbyån;Flerohopp;Nybro kommun;Kalmar län;56.82526;15.86705
Hermanstorp;Hermanstorps Kvarn AB;50;11;1;;Ovanjordsanläggning;;;;;Hagbyån;Hermanstorp;Emmaboda kommun;Kalmar län;56.75912;15.64452
Grytnäs;Privatperson;50;30;1;;Ovanjordsanläggning;;;;;Jularboån;Avesta;Avesta kommun;Dalarnas län;60.16758;16.23282
Hallinge kvarn;Privatperson;50;30;1;;Ovanjordsanläggning;;;;;Lillån;Trehörna;Ödeshögs kommun;Östergötlands län;58.17118;14.82642
Hugnerud;Privatperson;50;18;1;Propeller;Ovanjordsanläggning;5;;0.3;;Hugnerudsälven;Svanskog;Säffle kommun;Värmlands län;59.15313;12.45946
Hårda Kvarn;Föreningen Hårda Kvarn;50;15;1;;Ovanjordsanläggning;;;;;Nossan;Herrljunga;Herrljunga kommun;Västra Götalands län;58.04281;13.15903
Knällsberg;Privatperson;50;12;1;;Ovanjordsanläggning;;;;;Bräkneån;Tingsryd;Tingsryds kommun;Kronobergs län;56.44024;14.98068
Lonnhyttan;Privatperson;50;25;1;;Ovanjordsanläggning;4.7;;;;Kedjan;Karlskoga;Karlskoga kommun;Örebro län;59.38859;14.47411
Mölnebacka;Mölnebacka Kraft HB;50;30;1;;Ovanjordsanläggning;;;;;Surtan;Hajom;Marks kommun;Västra Götalands län;57.51297;12.53544
Objekt ID 822;Privatperson;50;17;1;;Ovanjordsanläggning;;;;;Ribbingebäcksån;Järlåsa;Uppsala kommun;Uppsala län;59.84118;17.19629
Persbo;Persbo Power Production HB;50;15;1;;Ovanjordsanläggning;;;;;Garpån;Garpenberg;Hedemora kommun;Dalarnas län;60.25995;16.21937
Sibbarp Kvarn;Privatperson;50;16;1;;Ovanjordsanläggning;;;;;Nossan;Sibbarp;Herrljunga kommun;Västra Götalands län;58.03950;13.18879
Skägga Gård;Privatperson;50;80;1;;Ovanjordsanläggning;;;;;Ätran;Åsarp;Falköpings kommun;Västra Götalands län;58.02628;13.55040
Skerved;Privatperson;50;11;1;;Ovanjordsanläggning;;;;;Getterån;Fränsta;Ånge kommun;Västernorrlands län;62.52165;16.19144
Tocknarås;Privatperson;50;20;1;;Ovanjordsanläggning;;;;;Mjöaån;Svenljunga;Svenljunga kommun;Västra Götalands län;57.35586;12.87752
Tvartorp;Privatperson;50;40;1;;Ovanjordsanläggning;;;;;Nyköpingsån;Rejmyre;Finspångs kommun;Östergötlands län;58.83276;15.85772
Löve kvarn;Privatperson;50;22;1;;Ovanjordsanläggning;;;;;Björkabäcken;Kumla;Kumla kommun;Örebro län;59.16039;15.27079
Hjälmared;Privatperson;50;11;1;;Ovanjordsanläggning;7;;;;Maryd å;Alingsås;Alingsås kommun;Västra götalands län;57.89299;12.55218
Ornunga kvarn;Privatperson;47;20;1;;Ovanjordsanläggning;;;;;Sällerhagsån;Vårgårda;Vårgårda kommun;Västra Götalands län;57.97758;12.92652
Brokvarn;Privatperson;45;15;1;;Ovanjordsanläggning;2;;;;Tidan;Tidaholm;Tidaholms kommun;Västra Götalands län;58.05099;13.86953
Reaskäl;Privatperson;45;24;1;;Ovanjordsanläggning;;;;;Häggån;Svenljunga;Svenljunga kommun;Västra Götalands län;57.49340;12.94968
Skiltorp;Privatperson;45;15;1;Semikaplanturbin;Underjordsanläggning;5;;;;Gårdaån;Nygård;Lilla Edets kommun;Västra Götalands län;58.04976;12.20286
Herrekvarn;Privatperson;45;19;1;;Ovanjordsanläggning;;;;;Hjoån;Hjo;Hjo kommun;Västra Götalands län;58.30873;14.25672
Algustorps Mölla;Technovation HB;40;8;1;Francis;Ovanjordsanläggning;1.3;;4.5;;Almaån;Ballingslöv;Hässleholms kommun;Skåne län;56.22084;13.89076
Olofsgården;Privatperson;40;22;1;;Ovanjordsanläggning;;;;;Nolån;Bollebygden;Bollebygds kommun;Västra Götalands län;57.70459;12.57846
Esperyd;Privatperson;40;15;1;;Ovanjordsanläggning;;;;;Fredriksdalsån;Esperyd;Nässjö kommun;Jönköpings län;57.68763;14.62028
Häggsjöns El;Privatperson;40;8;1;;Ovanjordsanläggning;;;;;Sågån;Duved;Åre kommun;Jämtlands län;63.51983;12.71154
Liane;Privatperson;40;20;1;;Ovanjordsanläggning;;;;;Holmedalssjön;Holmedal;Årjängs kommun;Värmlands län;59.46219;11.93800
Lillån;Privatperson;40;17;1;;Ovanjordsanläggning;;;;;Lillån, Helge å;Hallaryd;Älmhults kommun;Kronobergs län;56.48087;13.82995
Lökeryds Kvarn;LT Emballage AB;40;33;1;;Ovanjordsanläggning;;;;;Härån;Hok;Vaggeryds kommun;Jönköpings län;57.47979;14.36211
Snöfors;Privatperson;40;11;1;;Ovanjordsanläggning;;;;;Holjeån;Kyrkhult;Olofströms kommun;Blekinge län;56.32667;14.53471
Kvarnfors;Trailertjänst Nils Granberg AB;40;30;1;;Ovanjordsanläggning;;;;;Tavelån;Kvarnfors;Umeå kommun;Västerbottens län;63.96802;20.11842
Weine;Privatperson;40;15;1;Francis;Ovanjordsanläggning;3.5;;;;Lindåsbäcken;Lindås;Nybro kommun;Kalmar län;56.75547;15.77358
Stegared;Privatperson;40;12;1;;Ovanjordsanläggning;;;;;Tvååkersån;Stegared;Varbergs kommun;Hallands län;57.09692;12.56468
Lexsjöbo;Privatperson;40;15;1;Francis;Ovanjordsanläggning;4;;;;Lexen;Lexsjöbo;Smedjebackens kommun;Dalarnas län;59.98939;15.60702
Vålsjö kvarn;Privatperson;40;8;1;;Ovanjordsanläggning;;;;;Stråsjöbäcken;Järvsö;Ljusdals kommun;Gävleborgs län;61.73747;16.28221
Heden;Privatperson;35;15;1;;Ovanjordsanläggning;;;;;Gårdaån;Lödöse;Lilla Edets kommun;Västra Götalands län;58.03150;12.16069
Månsabo kvarn;Privatperson;35;21;2;;Ovanjordsanläggning;;;;;Ån;Vessingebro;Falkenbergs kommun;Hallands län;57.02219;12.83076
Rammbro Kvarn;Privatperson;35;15;1;;Ovanjordsanläggning;;;;;Huskvarnaån;Lekeryd;Jönköpings kommun;Jönköpings län;57.76868;14.40522
Salebokvarn;Privatperson;35;22;1;;Ovanjordsanläggning;;;;;Saleboån;Österbymo;Ydre kommun;Östergötlands län;57.74121;15.14694
Rabbishuppet;Project Management Claes-Göran Appelquist AB;32;16;1;Francis;Ovanjordsanläggning;4.5;0.7;;;Ire ån;Ire;Gotlands kommun;Gotlands län;57.83214;18.60103
Forshalls bygglager;Forshalls bygglager AB;32;15;1;;Ovanjordsanläggning;;;;;Nossan;Grästorp;Grästorps kommun;Västra Götalands län;58.33798;12.65037
Vången;Privatperson;30;15;1;;Ovanjordsanläggning;;;;;Valboån;Bäckefors;Bengtsfors kommun;Västra Götalands län;58.80893;12.10556
Bron;Privatperson;30;7;1;;Ovanjordsanläggning;;;;;Timsälven;Nordmarkshyttan;Filipstads kommun;Värmlands län;59.82643;14.10380
Bruse;Privatperson;30;15;1;;Ovanjordsanläggning;;;;;Lidan;Ljung;Herrljunga kommun;Västra Götalands län;58.20860;13.23179
Bränna;Privatperson;30;8;1;Francis;Ovanjordsanläggning;12;;;;Simeån;Vallsta;Bollnäs kommun;Gävleborgs län;61.58116;16.26152
Ljunga Kvarn;Privatperson;30;8;1;;Ovanjordsanläggning;;;;;Nossan;Ljung;Herrljunga kommun;Västra Götalands län;57.94646;13.16892
Möreströms Minikraft;Privatperson;30;22;1;;Ovanjordsanläggning;;;;;Malmbäcksån;Nässjö;Nässjö kommun;Jönköpings län;57.56438;14.42945
Stampens Kvarn;Privatperson;30;15;1;;Ovanjordsanläggning;;;;;Hjoån;Hjo;Hjo kommun;Västra Götalands län;58.30831;14.25428
Stendalsmölla;Privatperson;30;40;1;;Ovanjordsanläggning;;;;;Kågleå;Hjärnarp;Ängelholms kommun;Skåne län;56.34072;12.90136
Hattsjö;Privatperson;30;6;1;;Ovanjordsanläggning;;;;;Hattsjöbäcken;Flärke;Örnsköldsviks kommun;Västernorrlands län;63.59402;18.93754
Kullekvarn;Kullekvarn Förvaltnings AB;30;14;1;;Ovanjordsanläggning;;;;;Vederslövssjön;Kalvsvik;Växjö Kommun;Kronobergs län;56.73446;14.74532
Aggarpsvägen 308;Privatperson;27;11;1;;Ovanjordsanläggning;;;;;Hunserödsbäcken;Munka Ljungby;Ängelholms kommun;Skåne län;56.25865;13.05304
Nerby Kraft;Nerbyvägens Kraft HB;25;20;2;;Ovanjordsanläggning;2.5;;;;Årängsån;Horndal;Avesta kommun;Dalarnas län;60.23733;16.44195
Ruta Kvarn;Ruta Kraftstation AB;25;150;1;Francis;Ovanjordsanläggning;3;;;;Lidan;Vårgårda;Vara kommun;Västra Götalands län;58.31153;13.05081
Stensjökvarn;Privatperson;25;11;1;;Ovanjordsanläggning;;;;;Härån;Hok;Vaggeryds kommun;Jönköpings län;57.49742;14.40437
Skogslund;Privatperson;25;8;1;;Ovanjordsanläggning;;;;;Getån;Falkenberg;Falkenbergs kommun;Hallands län;57.08080;13.01960
Åbyholm;Privatperson;25;45;1;Francis;Ovanjordsanläggning;2.5;;;;Lyckebyån;Broakulla;Emmaboda kommun;Kalmar län;56.68241;15.55786
Granhult;Privatperson;20;11;1;;Ovanjordsanläggning;;;;;Lilla Helgeån;Agunnaryd;Ljungby kommun;Kronobergs län;56.77905;14.24278
Kölsjö station;Privatperson;20;5;1;;Ovanjordsanläggning;;;;;Kölsjöån;Kölsjön;Ljusnarsbergs kommun;Örebro län;59.87676;15.14004
Siggaboda;Privatperson;20;10;1;;Ovanjordsanläggning;;;;;Siggaboda Damm;Älmhult;Älmhults kommun;Kronobergs län;56.46014;14.58873
Fabriksdammen;Gnosjö Kommun;20;6;1;Francis med 2/4-pådrag;Ovanjordsanläggning;5;0.35;0.23;;Skärvån;Marieholm;Gnosjö kommun;Jönköpings län;57.38440;13.85903
Åsle Kvarn;Privatperson;15;15;1;;Ovanjordsanläggning;;;;;Emån;Sävsjö;Sävsjö kommun;Jönköpings län;57.35841;14.78811
Älvestorp;Karlskoga Energi & Miljö AB;14;4200;1;Kaplan;Ovanjordsanläggning;9.3;;;;Svartälven;Grythyttan;Hällefors kommun;Örebro län;59.62879;14.56822
Smedjebäcken;Privatperson;12;25;1;;Ovanjordsanläggning;;;;;Smedjebäcken;Tenhult;Jönköpings kommun;Jönköpings län;57.69289;14.35501
Lannafors;Privatperson;10;45;1;Semikaplan;Ovanjordsanläggning;5;;;;Garphytteån;Garphyttan;Örebro kommun;Örebro län;59.28645;14.93186
Täppamöllan;Privatperson;10;10;1;;Ovanjordsanläggning;;;;;Verkaån;Brösarp;Tomelilla kommun;Skåne län;55.70933;14.00469
Örling;Karlskoga Energi & Miljö AB;9;2900;1;Semikaplan;Ovanjordsanläggning;11;;;;Svartälven;Silverguvan;Hällefors kommun;Örebro län;59.89233;14.41411
Floråns Kvarn;Floråns Kvarn AB;9;67;1;;Ovanjordsanläggning;;;;;Florån;Marmaverken;Söderhamns kommun;Gävleborgs län;61.28662;16.81491
Svarttjärns kvarn;Privatperson;6;7;1;;Ovanjordsanläggning;;;;;Upperudsälven;Bengtsfors;Bengtsfors kommun;Västra Götalands län;59.10930;12.26742
Tystupet;Karlskoga Energi & Miljö AB;5;2400;;;Underjordsanläggning;33;;;;Svartälven;Tyfors;Ludvika kommun;Dalarnas län;60.10944;14.21861
Oxhultsverket;Privatperson;5;15;1;;Ovanjordsanläggning;;;;;Smedjeån;Hishult;Laholms kommun;Hallands län;56.43641;13.25645
Oforsen;Karlskoga Energi & Miljö AB;4;2700;1;Francis;Ovanjordsanläggning;37;;;;Svartälven;Lesjöfors;Filipstads kommun;Värmlands län;60.10575;14.12361
Mången;Karlskoga Energi & Miljö AB;4;2400;;;Underjordsanläggning;32;;;;Svartälven;Sävsjön;Hällefors kommun;Örebro län;59.92843;14.59347
Saxehammar;Industri & Flygteknik HB;4;50;1;;Ovanjordsanläggning;6;;;;Larsboån;Smedjebacken;Smedjebackens kommun;Dalarnas län;60.11925;15.55728
Litzkvarn;Veter AB;3;90;1;;Ovanjordsanläggning;;;;;Karlströmsån;Motala;Motala kommun;Östergötlands län;58.61816;15.19797
Ljungafors;Vattenfall Småskalig Kraft AB;3;800;1;Kaplan;Ovanjordsanläggning;5.3;18.5;11.5;;Ätran;Svenljunga;Svenljunga kommun;Västra Götalands län;57.50924;13.11301
Sånnestorp;Vettinge Lantbruks AB;3;30;1;;Ovanjordsanläggning;;;;;Möllebäcken;Örkelljunga;Örkelljunga kommun;Skåne län;56.25801;13.20247
Sturefors;Sturefors Godsförvaltning AB;2;625;1;;Ovanjordsanläggning;;;;;Stångån, Motala Ström;Sturefors;Linköpings kommun;Östergötlands län;58.32348;15.76776
Åreberg;Privatperson;1;200;1;;Ovanjordsanläggning;3;;;;Tidan;Tibro;Tibro kommun;Västra Götalands län;58.44163;14.16194
Ugerups Mölla;Privatperson;1;13;1;;Ovanjordsanläggning;;;;;Vramsån;Ugerup;Kristianstads kommun;Skåne län;55.94597;14.11917
Axelfors;Borås Energi och Miljö AB;;2570;1;Kaplan;Ovanjordsanläggning;11;26;;;Ätran;Axelfors;Svenljunga kommun;Västra Götalands län;57.44082;13.09756
Baltak (Nedlagt);;;100;;;Ovanjordsanläggning;;;44;;Tidan;Tidaholm;Tidaholms kommun;Västra Götalands län;58.15591;13.92550
Björnåsen;Malungs Elverk AB;;2300;1;Kaplan;Ovanjordsanläggning;19.25;14;;;Uvån;Tyngsjö;Malung-Sälens kommun;Dalarnas län;60.29884;13.78984
Brattforsen;Fortum Generation AB;;8000;2;Francis;Ovanjordsanläggning;21;;;;Svartälven;Karlskoga;Karlskoga kommun;Örebro län;59.39568;14.64459
Degerfors;Fortum Generation AB;;6400;2;Kaplan;Ovanjordsanläggning;9.5;;;;Gullspångsälven;Degerfors;Degerfors kommun;Örebro län;59.22904;14.43599
Edsvalla;Fortum Generation AB;;;;Kaplan;Ovanjordsanläggning;;;;;Norsälven;Edsvalla;Karlstads kommun;Värmlands län;59.44139;13.21009
Ekebol;Privatperson;;13;1;;Ovanjordsanläggning;;;;;Borgviksälven;Grinsbol;Grums kommun;Värmlands län;59.46562;12.87911
Fogdhyttan;Privatperson;;50;1;Francis;Ovanjordsanläggning;4;;;;Timsälven;Nordmarkshyttan;Filipstads kommun;Värmlands län;59.80413;14.11153
Forshaga;Fortum Generation AB;;6600;3;Kaplan;Ovanjordsanläggning;4.5;;;;Klarälven;Forshaga;Forshaga kommun;Värmlands län;59.52673;13.50001
Haby;Borås Energi och Miljö AB;;5300;2;Francis;Ovanjordsanläggning;28;23;;;Viskan;Skene;Marks kommun;Västra Götalands län;57.46581;12.64069
Hagfors;Fortum Generation AB;;5700;;Francis;Ovanjordsanläggning;23;;;;Uvån;Hagfors;Hagfors kommun;Värmlands län;60.03272;13.68721
Hallaströmmen (Nedlagt);;;50;;;Ovanjordsanläggning;1.2;;;;Tidan;Mullsjö;Mullsjö kommun;Jönköpings län;58.02764;13.85801
Härja-Herrekvarn;Privatperson;;;;;;;;;;Tidan;Tidaholm;Tidaholms kommun;Västra Götalands län;58.05669;13.86973
Horrmund;Fortum Generation AB;;6000;1;Francis;Ovanjordsanläggning;90;11;4.1;26;Dalälven;Sälen;Malung-Sälens kommun;Dalarnas län;61.31379;13.15911
Knon;Fortum Generation AB;;6000;;;Ovanjordsanläggning;31;;;;Uvån;Gustavsfors;Hagfors kommun;Värmlands län;60.15198;13.78967
Krakerud;Fortum Generation AB;;22000;2;Kaplan;Ovanjordsanläggning;12;;;;Klarälven;Råda;Hagfors kommun;Värmlands län;59.97980;13.56558
Kronkvarn (Nedlagt);;;80;;;Ovanjordsanläggning;1.4;;;;Tidan;Tibro;Tibro kommun;Västra Götalands län;58.40744;14.13950
Kvien;Malungs Elverk AB;;2700;1;Kaplan;Ovanjordsanläggning;21.95;;;;Uvån;Tyngsjö;Malung-Sälens kommun;Dalarnas län;60.35016;13.79944
Lagerfors (nedlagt);;;300;;;Ovanjordsanläggning;3.8;;;;Tidan;Moholm;Töreboda kommun;Västra Götalands län;58.55898;14.14717
Laggåsen;Fortum Generation AB;;1800;1;Francis;Ovanjordsanläggning;42;;;;Uvån;Gustavsfors;Hagfors kommun;Värmlands län;60.14482;13.82963
Malta;Fortum Generation AB;;6200;;;Ovanjordsanläggning;29;;;;Uvån;Geijersholm;Hagfors kommun;Värmlands län;60.06903;13.70855
Nain;Fortum Generation AB;;7000;1;Francis;Ovanjordsanläggning;47;;;;Uvån;Gustavsfors;Hagfors kommun;Värmlands län;60.19733;13.81939
Nykroppa;Karlskoga Energi & Miljö AB;;3500;1;Francis;Ovanjordsanläggning;55;2;;;Timsälven;Nykroppa;Filipstads kommun;Värmlands län;59.61059;14.30811
Röbjörke;Fortum Generation AB;;3500;;;Ovanjordsanläggning;;;;;Ljusnan i Torsby;Torsby;Torsby kommun;Värmlands län;60.15902;13.01709
Prästbolet;;;320;;;Ovanjordsanläggning;3.8;;;;Tidan;Tidaholm;Tidaholms kommun;Västra Götalands län;58.18900;13.97196
Rinnforsen;Arvika Kraft AB;;200;;;Ovanjordsanläggning;19;;;;Vadälven;Mangskog;Arvika kommun;Värmlands län;59.62951;13.03177
Råda;Fortum Generation AB;;2000;1;Kaplan;Ovanjordsanläggning;6;;;;Uvån;Råda;Hagfors kommun;Värmlands län;60.00000;13.59245
Sundshagsfors;Arvika Kraft AB;;5000;1;Francis;Underjordsanläggning;46;12;5.6;9.6;Kölaälven;Sundshagsfors;Eda kommun;Värmlands län;59.85429;11.94910
Skråmforsen;Fortum Generation AB;;4100;;;Ovanjordsanläggning;10.5;;;;Svartälven;Karlskoga;Karlskoga kommun;Örebro län;59.37781;14.60861
Snöån;Privatperson;;;;;Ovanjordsanläggning;;;;;Kolbäcksån;Ludvika;Ludvika kommun;Dalarnas län;60.07948;15.21365
Stjern;Fortum Generation AB;;1900;1;;Ovanjordsanläggning;8;;;;Uvån;Uddeholm;Hagfors kommun;Värmlands län;60.03448;13.63299
Hulta;Borås Energi och Miljö AB;;2570;1;Francis;Ovanjordsanläggning;14;26;;;Viskan;Skene;Marks kommun;Västra Götalands län;57.46730;12.61255
Strömmaskolan;Strömmaskolan;;;;;Ovanjordsanläggning;;;;;Storån, Bollebygd;Sätila;Marks kommun;Västra Götalands län;57.56477;12.45664
Sunnerstaholm;Fortum Generation AB;;6000;2;Kaplan;Ovanjordsanläggning;17.5;40;38;;Voxnan;Bollnäs;Bollnäs kommun;Gävleborgs län;61.31722;16.38608
Viksjöfors;Voxnan Kraft AB;;2300;1;Francis;Ovanjordsanläggning;21.8;12;5.5;50.5;Voxnan;Viksjöfors;Ovanåkers kommun;Gävleborgs län;61.33262;15.95915
Ugsi;Fortum Generation AB;;1600;1;Francis;Ovanjordsanläggning;92;;;;Dalälven;Åsen;Älvdalens kommun;Dalarnas län;61.27276;13.79220
Vättaks såg;;;25;;;Ovanjordsanläggning;;;;;Tidan;Vättak;Tidaholms kommun;Västra Götalands län;58.08378;13.88835
Hermansboda;Ångefallen Kraft AB;;12000;2;Kaplan;Ovanjordsanläggning;11.3;140;73;;Ljungan;Ånge;Ånge kommun;Västernorrlands län;62.54219;15.84215
Backa 2;Gropen - Backa Kraft AB;;400;1;;Ovanjordsanläggning;8;;;;Svartån;Fjugesta;Lekebergs kommun;Örebro län;59.15478;14.81698
Frösvidal;Frösvidal Säteri;;;;;Ovanjordsanläggning;;;;;Frösvidalsån;Garphyttan;Örebro kommun;Örebro län;59.34320;15.00920
Båthusströmmen;Kopparkraft AB;;3400;1;Kaplan;Ovanjordsanläggning;19;24;15.5;;Dalälven;Idre;Älvdalens kommun;Dalarnas län;61.89326;12.57818
Lersjöfors;;;;;Francis;Ovanjordsanläggning;;;;;Lerälven;Sunne;Sunne kommun;Värmlands län;59.85825;13.03849
Gårdsjö övre;;;;;;Ovanjordsanläggning;;;;;Gårdsjöälven;Mårbacka;Sunne kommun;Värmlands län;59.77380;13.28698
Gårdsjö nedre;Privatperson;;;;;Ovanjordsanläggning;;;;;Gårdsjöälven;Mårbacka;Sunne kommun;Värmlands län;59.77002;13.29171
Sönnerudsheden;Sönnerudshedens andels- och husbehovssåg;;12;;;Ovanjordsanläggning;;;;;Badaälven;Torsby;Torsby kommun;Värmlands län;60.11851;13.11482
Kråkåssågen;;;5;;;Ovanjordsanläggning;;;;;Badaälven;Solberg;Hagfors kommun;Värmlands län;60.15388;13.21626
Solberg;;;14;;;Ovanjordsanläggning;;;;;Klarälven;Solberg;Hagfors kommun;Värmlands län;60.17911;13.38047
Thorskogs slott;Thorskogs slott;;;;;Ovanjordsanläggning;;;;;Göta älv;Thorskog;Lilla Edets kommun;Västra Götalands län;58.03378;12.13794
